10650.000	3637.125
10649.850	3632.562
10649.700	3639.125
10649.550	3644.609
10649.400	3641.297
10649.250	3638.875
10649.100	3641.609
10648.950	3644.969
10648.800	3642.266
10648.650	3645.922
10648.500	3639.344
10648.350	3644.000
10648.200	3644.187
10648.050	3635.703
10647.900	3641.266
10647.750	3641.641
10647.600	3641.234
10647.450	3634.000
10647.300	3635.437
10647.150	3639.578
10647.000	3644.641
10646.850	3637.125
10646.700	3634.703
10646.550	3639.094
10646.400	3637.172
10646.250	3639.094
10646.100	3640.234
10645.950	3637.078
10645.800	3642.719
10645.650	3641.437
10645.500	3641.609
10645.350	3639.469
10645.200	3646.656
10645.050	3637.984
10644.900	3640.016
10644.750	3634.719
10644.600	3637.500
10644.450	3636.937
10644.300	3638.109
10644.150	3638.969
10644.000	3643.969
10643.850	3643.031
10643.700	3636.031
10643.550	3643.359
10643.400	3644.469
10643.250	3645.547
10643.100	3640.531
10642.950	3640.922
10642.800	3642.187
10642.650	3641.172
10642.500	3631.516
10642.350	3639.141
10642.200	3639.047
10642.050	3635.312
10641.900	3638.078
10641.750	3630.969
10641.600	3637.453
10641.450	3639.141
10641.300	3637.234
10641.150	3638.656
10641.000	3641.344
10640.850	3645.656
10640.700	3643.484
10640.550	3639.594
10640.400	3642.141
10640.250	3644.750
10640.100	3640.359
10639.950	3639.641
10639.800	3637.469
10639.650	3640.203
10639.500	3639.234
10639.350	3639.297
10639.200	3631.453
10639.050	3637.906
10638.900	3637.203
10638.750	3635.453
10638.600	3638.766
10638.450	3640.141
10638.300	3638.547
10638.150	3639.187
10638.000	3636.281
10637.850	3635.531
10637.700	3643.844
10637.550	3642.953
10637.400	3643.625
10637.250	3645.469
10637.100	3637.750
10636.950	3642.266
10636.800	3640.172
10636.650	3640.203
10636.500	3639.531
10636.350	3638.062
10636.200	3638.719
10636.050	3635.453
10635.900	3637.250
10635.750	3635.844
10635.600	3635.281
10635.450	3634.687
10635.300	3638.969
10635.150	3635.578
10635.000	3640.797
10634.850	3645.875
10634.700	3645.766
10634.550	3647.734
10634.400	3641.109
10634.250	3644.469
10634.100	3651.406
10633.950	3642.641
10633.800	3647.359
10633.650	3643.328
10633.500	3645.625
10633.350	3638.531
10633.200	3638.844
10633.050	3639.297
10632.900	3637.547
10632.750	3639.031
10632.600	3637.031
10632.450	3644.219
10632.300	3644.078
10632.150	3640.516
10632.000	3646.609
10631.850	3644.641
10631.700	3645.734
10631.550	3644.875
10631.400	3651.125
10631.250	3648.937
10631.100	3650.281
10630.950	3646.203
10630.800	3637.672
10630.650	3643.531
10630.500	3636.484
10630.350	3643.547
10630.200	3635.531
10630.050	3642.516
10629.900	3636.062
10629.750	3637.250
10629.600	3636.469
10629.450	3645.859
10629.300	3643.766
10629.150	3639.453
10629.000	3639.484
10628.850	3640.828
10628.700	3649.719
10628.550	3648.172
10628.400	3650.516
10628.250	3649.672
10628.100	3645.969
10627.950	3647.625
10627.800	3643.562
10627.650	3643.766
10627.500	3642.891
10627.350	3646.109
10627.200	3642.125
10627.050	3641.437
10626.900	3636.281
10626.750	3630.359
10626.600	3632.000
10626.450	3633.687
10626.300	3638.703
10626.150	3641.062
10626.000	3640.578
10625.850	3646.687
10625.700	3643.016
10625.550	3649.187
10625.400	3640.516
10625.250	3651.172
10625.100	3644.937
10624.950	3647.578
10624.800	3643.203
10624.650	3645.172
10624.500	3637.828
10624.350	3639.641
10624.200	3633.719
10624.050	3635.406
10623.900	3634.562
10623.750	3632.812
10623.600	3640.344
10623.450	3640.578
10623.300	3635.750
10623.150	3642.141
10623.000	3641.484
10622.850	3646.375
10622.700	3648.047
10622.550	3648.016
10622.400	3647.812
10622.250	3649.969
10622.100	3648.234
10621.950	3643.641
10621.800	3645.281
10621.650	3647.250
10621.500	3643.141
10621.350	3638.187
10621.200	3635.094
10621.050	3638.797
10620.900	3631.203
10620.750	3627.672
10620.600	3633.625
10620.450	3635.703
10620.300	3638.312
10620.150	3640.609
10620.000	3645.141
10619.850	3647.312
10619.700	3643.906
10619.550	3642.062
10619.400	3642.562
10619.250	3648.609
10619.100	3646.828
10618.950	3645.969
10618.800	3639.391
10618.650	3641.906
10618.500	3635.187
10618.350	3637.328
10618.200	3628.187
10618.050	3630.812
10617.900	3628.453
10617.750	3630.187
10617.600	3633.328
10617.450	3638.203
10617.300	3636.234
10617.150	3642.937
10617.000	3646.453
10616.850	3646.766
10616.700	3647.781
10616.550	3647.078
10616.400	3650.875
10616.250	3647.828
10616.100	3646.156
10615.950	3640.328
10615.800	3640.891
10615.650	3636.000
10615.500	3637.125
10615.350	3622.031
10615.200	3627.781
10615.050	3622.187
10614.900	3624.656
10614.750	3625.906
10614.600	3628.687
10614.450	3635.094
10614.300	3641.562
10614.150	3637.656
10614.000	3645.250
10613.850	3648.031
10613.700	3643.828
10613.550	3645.047
10613.400	3643.359
10613.250	3647.859
10613.100	3638.484
10612.950	3640.281
10612.800	3634.984
10612.650	3634.984
10612.500	3631.391
10612.350	3621.187
10612.200	3618.937
10612.050	3618.016
10611.900	3622.766
10611.750	3622.406
10611.600	3633.031
10611.450	3634.781
10611.300	3636.094
10611.150	3640.375
10611.000	3643.969
10610.850	3649.516
10610.700	3650.031
10610.550	3647.953
10610.400	3643.500
10610.250	3643.812
10610.100	3645.203
10609.950	3634.234
10609.800	3636.406
10609.650	3638.531
10609.500	3625.703
10609.350	3618.500
10609.200	3620.734
10609.050	3621.172
10608.900	3616.906
10608.750	3624.844
10608.600	3627.812
10608.450	3637.031
10608.300	3643.359
10608.150	3647.453
10608.000	3649.750
10607.850	3649.187
10607.700	3650.500
10607.550	3649.625
10607.400	3647.719
10607.250	3647.828
10607.100	3648.672
10606.950	3644.484
10606.800	3631.094
10606.650	3637.953
10606.500	3624.672
10606.350	3622.859
10606.200	3612.187
10606.050	3608.047
10605.900	3617.547
10605.750	3621.453
10605.600	3648.312
10605.450	3632.625
10605.300	3639.578
10605.150	3639.812
10605.000	3651.437
10604.850	3652.922
10604.700	3651.250
10604.550	3650.437
10604.400	3656.297
10604.250	3648.000
10604.100	3648.625
10603.950	3640.219
10603.800	3640.406
10603.650	3633.766
10603.500	3632.437
10603.350	3616.922
10603.200	3609.641
10603.050	3607.172
10602.900	3611.672
10602.750	3608.422
10602.600	3630.906
10602.450	3622.812
10602.300	3638.937
10602.150	3647.578
10602.000	3651.203
10601.850	3655.547
10601.700	3653.000
10601.550	3651.344
10601.400	3655.109
10601.250	3650.984
10601.100	3645.812
10600.950	3646.469
10600.800	3649.656
10600.650	3633.312
10600.500	3640.328
10600.350	3636.687
10600.200	3616.953
10600.050	3603.422
10599.900	3602.406
10599.750	3600.562
10599.600	3611.641
10599.450	3621.328
10599.300	3645.734
10599.150	3648.766
10599.000	3645.969
10598.850	3652.750
10598.700	3649.484
10598.550	3651.578
10598.400	3650.734
10598.250	3650.516
10598.100	3646.859
10597.950	3646.391
10597.800	3642.969
10597.650	3632.797
10597.500	3621.531
10597.350	3628.422
10597.200	3606.219
10597.050	3600.719
10596.900	3607.969
10596.750	3608.094
10596.600	3624.016
10596.450	3614.391
